treatment,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
DMSO - Untreated,all,4,0.05683598188865433,unnormalised,NA,NA,0.9683476438511716,0.945604396214984,0.991637901754138,-0.04640301637476383,-0.08069135211428909,-0.01211468063523865
DMSO - Untreated,Cajal bodies,4,0.6849187365294973,unnormalised,NA,NA,0.8779439522371101,0.489434463454492,1.574849424843139,-0.18779925354421953,-1.030812402737889,0.6552138956494502
DMSO - Untreated,Cajal bodies - all,4,0.7521237400266209,relative_to_all,NA,4,0.906641285092076,0.5138787846080962,1.599595944518898,-0.14139623716945568,-0.9605000029164885,0.6777075285775773
DMSO - Untreated,all,4,0.024358821835279248,unnormalised,NA,NA,0.969016357998321,0.9522020441590427,0.9861275848211618,-0.04540707485705491,-0.07066036885495938,-0.02015378085915055
DMSO - Untreated,Nuclear periphery,4,0.18273239654604392,unnormalised,NA,NA,1.8747305168312445,0.8722199399669092,4.029504887117903,0.9066832302898158,-0.19723612239659152,2.010602582976223
DMSO - Untreated,Nuclear periphery - all,4,0.1645968214418291,relative_to_all,NA,4,1.9346737558732654,0.9034993645630295,4.142739539695219,0.9520903051468707,-0.14640450845392192,2.050585118747663
DMSO - Untreated,all,4,0.029505265358937223,unnormalised,NA,NA,0.9692762242360187,0.951559065392184,0.9873232603611635,-0.04502023157229648,-0.07163488431171611,-0.018405578832876926
DMSO - Untreated,Nuclear speckles,4,0.3414520198978685,unnormalised,NA,NA,1.06999141812341,0.9462244616931893,1.209947196682145,0.09759922552319907,-0.0797456371583859,0.2749440882047839
DMSO - Untreated,Nuclear speckles - all,4,0.1636231092022858,relative_to_all,NA,4,1.1039076285676717,0.9852475701834398,1.2368587239276432,0.14261945709549567,-0.021441808492915427,0.30668072268390656
DMSO - Untreated,all,4,0.02223735225074082,unnormalised,NA,NA,0.9689857280860634,0.9526242466250261,0.9856282207396546,-0.04545267813358161,-0.07002082558862893,-0.02088453067853436
DMSO - Untreated,Nucleolus,4,0.8358039776594053,unnormalised,NA,NA,0.9900843498360642,0.9063941510064668,1.0815019257370606,-0.014376654638215311,-0.14178954346105074,0.11303623418462015
DMSO - Untreated,Nucleolus - all,4,0.6559754019073456,relative_to_all,NA,4,1.0217739241543575,0.9358273676536046,1.1156138281139028,0.03107602349536642,-0.09568567490809479,0.15783772189882733
DMSO - Untreated,all,4,0.022576668955365902,unnormalised,NA,NA,0.9689650368231236,0.9525161705503302,0.9856979562280586,-0.045483485090058146,-0.07018450991946783,-0.020782460260648408
DMSO - Untreated,Nucleoplasm,4,0.09567324941710667,unnormalised,NA,NA,0.895761565810452,0.8110312477246187,0.9893438570145444,-0.15881332867612286,-0.302170594663202,-0.015456062689043705
DMSO - Untreated,Nucleoplasm - all,4,0.1760469352003501,relative_to_all,NA,4,0.9244518963731874,0.8416835551467413,1.0153593990071328,-0.11332984358606471,-0.248650164719685,0.02199047754755528
DMSO - Untreated,all,4,0.05550735484237419,unnormalised,NA,NA,0.968492676059077,0.9460405938675177,0.991477606415931,-0.04618695597437412,-0.08002600507019694,-0.012347906878551088
DMSO - Untreated,PML bodies,4,0.2995057477004016,unnormalised,NA,NA,0.8521451778267304,0.6548789130619818,1.1088330828948565,-0.230828855177856,-0.6106999175108752,0.14904220715516317
DMSO - Untreated,PML bodies - all,4,0.41837002294289405,relative_to_all,NA,4,0.8798674464883103,0.6661210286413046,1.162201296915873,-0.18464189920348195,-0.5861437681053923,0.21685996969842852
