treatment,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
AZD4573 (2.5h) - Unperturbed,all,6,2.76282313712772e-4,unnormalised,NA,NA,1.1198540727743087,1.0875053956793057,1.1531649859317294,0.1633107481747249,0.12102255893880551,0.20559893741064397
AZD4573 (2.5h) - Unperturbed,Cajal bodies,6,0.013282663650321007,unnormalised,NA,NA,0.43801284288010073,0.2748295696885176,0.6980880941790577,-1.1909549234906023,-1.863390858751926,-0.5185189882292787
AZD4573 (2.5h) - Unperturbed,Cajal bodies - all,6,0.006486141800633793,relative_to_all,NA,6,0.3911338571060198,0.24922400283938398,0.613848154397978,-1.3542656716653272,-2.0044850734366073,-0.7040462698940468
AZD4573 (2.5h) - Unperturbed,all,6,2.571633522257349e-4,unnormalised,NA,NA,1.1207185178109609,1.088542974549301,1.153845117308698,0.16442397310179854,0.12239836475654065,0.20644958144705675
AZD4573 (2.5h) - Unperturbed,Nuclear periphery,6,0.07940018938863684,unnormalised,NA,NA,0.40413417089740417,0.1741753739307672,0.9377010331658707,-1.3070937535119795,-2.5213874343227203,-0.09280007270123879
AZD4573 (2.5h) - Unperturbed,Nuclear periphery - all,6,0.0585341350120067,relative_to_all,NA,6,0.3606027423253233,0.15297499088802613,0.8500365779902246,-1.471517726613778,-2.7086322816489945,-0.23440317157856133
AZD4573 (2.5h) - Unperturbed,all,6,2.8877407420569383e-4,unnormalised,NA,NA,1.120343762257385,1.087599279267483,1.1540740873554196,0.16394147157693023,0.12114710042752401,0.2067358427263368
AZD4573 (2.5h) - Unperturbed,Nuclear speckles,6,1.819591368294416e-4,unnormalised,NA,NA,1.5396313771682157,1.388079290278318,1.7077300945002964,0.6225849781993659,0.4730899803254675,0.772079976073264
AZD4573 (2.5h) - Unperturbed,Nuclear speckles - all,6,0.0013285982765015498,relative_to_all,NA,6,1.3742490733969066,1.230562145734954,1.5347136447174818,0.45864350662243564,0.29931751848657184,0.6179694947582994
AZD4573 (2.5h) - Unperturbed,all,6,3.9755707672323593e-4,unnormalised,NA,NA,1.120407507257381,1.0857025355638183,1.1562218390388113,0.16402355529291554,0.11862888283693694,0.20941822774889451
AZD4573 (2.5h) - Unperturbed,Nucleolus,6,2.7731802421316875e-5,unnormalised,NA,NA,0.6084005530359746,0.5584552069045927,0.6628127526756448,-0.7169066304148682,-0.8404865265658855,-0.5933267342638506
AZD4573 (2.5h) - Unperturbed,Nucleolus - all,6,7.053530699276166e-6,relative_to_all,NA,6,0.543017204985768,0.4996820538940213,0.5901106165663792,-0.8809301857077839,-1.0009176903477361,-0.7609426810678313
AZD4573 (2.5h) - Unperturbed,all,6,3.0001459063477067e-4,unnormalised,NA,NA,1.120934146837138,1.0877965056295522,1.1550812629411038,0.1647015245107238,0.12140869649868034,0.20799435252276732
AZD4573 (2.5h) - Unperturbed,Nucleoplasm,6,0.06235984734561058,unnormalised,NA,NA,1.171160225276498,1.0227363230165554,1.3411240438044902,0.22793846302869333,0.032434244292080264,0.42344268176530675
AZD4573 (2.5h) - Unperturbed,Nucleoplasm - all,6,0.47577109330490164,relative_to_all,NA,6,1.0448073408960548,0.9332021841678265,1.1697597777953423,0.06323693851796947,-0.09973841092101074,0.22621228795694984
AZD4573 (2.5h) - Unperturbed,all,6,2.8567057694493824e-4,unnormalised,NA,NA,1.1202781521753737,1.0876155590992822,1.1539216479036285,0.1638569813384233,0.12116869538190693,0.2065452672949398
AZD4573 (2.5h) - Unperturbed,PML bodies,6,0.1405051552458176,unnormalised,NA,NA,1.2302149744571564,0.9684856704344449,1.5626755558497065,0.2989104419740093,-0.04619739179564529,0.6440182757436637
AZD4573 (2.5h) - Unperturbed,PML bodies - all,6,0.4756783841972043,relative_to_all,NA,6,1.0981335055658326,0.8627818857284992,1.397684879566163,0.13505346063558593,-0.21293220773067265,0.4830391290018445
