treatment,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
Triptolide (2.5h) - Unperturbed,all,6,0.02538322766571608,unnormalised,01_CDK9_pT186,NA,0.7289857561625307,0.5911866031574285,0.8989043896624691,-0.4560374692438468,-0.758314517854804,-0.15376042063288964
Triptolide (2.5h) - Unperturbed,Cajal bodies,6,0.021408934191727357,unnormalised,01_CDK9_pT186,NA,0.7218790758497612,0.5870391936183484,0.8876909852266079,-0.4701709077512875,-0.7684712669333098,-0.17187054856926534
Triptolide (2.5h) - Unperturbed,Cajal bodies - all,6,0.523647555327013,relative_to_all,01_CDK9_pT186,6,0.9902512768559705,0.9625597229683748,1.018739479656264,-0.014133438507440742,-0.055052037977144565,0.026785160962263025
Triptolide (2.5h) - Unperturbed,all,6,0.0256979823142143,unnormalised,01_CDK9_pT186,NA,0.7291295369543557,0.5909815206375016,0.8995710747195531,-0.45575294875771993,-0.7588150753161063,-0.15269082219933355
Triptolide (2.5h) - Unperturbed,Nuclear periphery,6,0.4946809200094514,unnormalised,01_CDK9_pT186,NA,0.9369369444886234,0.7860099087116389,1.1168444929486663,-0.09397613658093068,-0.3473805951782424,0.15942832201638105
Triptolide (2.5h) - Unperturbed,Nuclear periphery - all,6,7.012354751441748e-5,relative_to_all,01_CDK9_pT186,6,1.2850075288436391,1.2213256369753,1.3520098974375585,0.3617768121767893,0.2884479113933793,0.43510571296019945
Triptolide (2.5h) - Unperturbed,all,6,0.02567346741884621,unnormalised,01_CDK9_pT186,NA,0.7289937343591005,0.5908292408413854,0.8994677785040357,-0.456021680126508,-0.7591868663253968,-0.15285649392761927
Triptolide (2.5h) - Unperturbed,Nuclear speckles,6,0.0017228575240212996,unnormalised,01_CDK9_pT186,NA,0.572072106449561,0.4664575422857633,0.7015997498377812,-0.8057310928821658,-1.10018232425275,-0.5112798615115819
Triptolide (2.5h) - Unperturbed,Nuclear speckles - all,6,9.794252776637282e-8,relative_to_all,01_CDK9_pT186,6,0.7847421445295435,0.7722605642590651,0.7974254570303836,-0.3497094127556579,-0.3728403933272075,-0.3265784321841085
Triptolide (2.5h) - Unperturbed,all,6,0.025321054447527233,unnormalised,01_CDK9_pT186,NA,0.728944386089519,0.5912100171554576,0.8987667708473647,-0.4561193447706111,-0.75825738092077,-0.1539813086204521
