treatment,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
AZD4573 (1h) - Unperturbed,all,7,0.011720426982263442,unnormalised,NA,NA,1.0526291648309893,1.021804158969334,1.0843840758785168,0.07399727274794093,0.031118712950682335,0.11687583254519994
AZD4573 (1h) - Unperturbed,Cajal bodies,7,0.006492044952530754,unnormalised,NA,NA,0.4321449544252379,0.28116939148708847,0.6641877362521043,-1.210412777977534,-1.8304885458300166,-0.5903370101250514
AZD4573 (1h) - Unperturbed,Cajal bodies - all,7,0.004519642916450814,relative_to_all,NA,7,0.41053864823764724,0.26849860972924605,0.6277201281107279,-1.2844100507254748,-1.8970134768514044,-0.6718066245995453
AZD4573 (1h) - Unperturbed,all,7,0.011542293391502638,unnormalised,NA,NA,1.0527965991369848,1.0219733637730033,1.0845494789241792,0.07422673383612317,0.03135759504913927,0.11709587262310756
AZD4573 (1h) - Unperturbed,Nuclear periphery,7,0.04822878604263041,unnormalised,NA,NA,0.4651120389567122,0.2482192011506605,0.8715248771232883,-1.104349811833351,-2.0103133745303743,-0.1983862491363278
AZD4573 (1h) - Unperturbed,Nuclear periphery - all,7,0.0406437785173624,relative_to_all,NA,7,0.44178717839512516,0.2331916328578171,0.8369764755381678,-1.1785765456694743,-2.1004120707189995,-0.25674102061994886
AZD4573 (1h) - Unperturbed,all,7,0.011992519065411834,unnormalised,NA,NA,1.052783017496133,1.0217148472424609,1.0847959045712514,0.07420812217617981,0.030992607360136246,0.11742363699222362
AZD4573 (1h) - Unperturbed,Nuclear speckles,7,3.8363462166269294e-4,unnormalised,NA,NA,1.3723425618010137,1.244694799024772,1.5130810447719136,0.45664064953126776,0.31579203473384826,0.5974892643286874
AZD4573 (1h) - Unperturbed,Nuclear speckles - all,7,9.293573098834078e-4,relative_to_all,NA,7,1.3035378981177899,1.185558416088899,1.4332579725889527,0.3824325273550879,0.24556675056808253,0.5192983041420933
AZD4573 (1h) - Unperturbed,all,7,0.011904063717288945,unnormalised,NA,NA,1.0530151015002893,1.0218583290168215,1.0851218534907212,0.07452612649026971,0.031195194130282728,0.11785705885025664
AZD4573 (1h) - Unperturbed,Nucleolus,7,0.11881880753810611,unnormalised,NA,NA,0.9225415230045293,0.8440461938832021,1.0083368278126352,-0.11631424747091035,-0.24460613640216786,0.011977641460347223
AZD4573 (1h) - Unperturbed,Nucleolus - all,7,0.026967370141306908,relative_to_all,NA,7,0.876095244683702,0.798310421562636,0.9614591730557457,-0.19084037396118006,-0.32497824998596225,-0.05670249793639788
AZD4573 (1h) - Unperturbed,all,7,0.012032579967616802,unnormalised,NA,NA,1.0527451723511607,1.0216773164841704,1.0847577606229908,0.07415625965233197,0.030939611719031465,0.11737290758563272
AZD4573 (1h) - Unperturbed,Nucleoplasm,7,0.8832216878947892,unnormalised,NA,NA,1.0074274334229714,0.915934680421665,1.1080594012948233,0.010675922910793783,-0.12668337821565595,0.1480352240372436
AZD4573 (1h) - Unperturbed,Nucleoplasm - all,7,0.3008489700266928,relative_to_all,NA,7,0.9569527934030051,0.88585096990284,1.0337615241334046,-0.06348033674153829,-0.1748640857985554,0.04790341231547884
AZD4573 (1h) - Unperturbed,all,7,0.011645420809086461,unnormalised,NA,NA,1.0527428094299236,1.021892852487355,1.0845240967375513,0.07415302147212832,0.03124393474038084,0.1170621082038758
AZD4573 (1h) - Unperturbed,PML bodies,7,0.658800529472073,unnormalised,NA,NA,0.9554275573854221,0.787049453917264,1.159827775584015,-0.0657816058425456,-0.3454738051779607,0.21391059349286956
AZD4573 (1h) - Unperturbed,PML bodies - all,7,0.35528097926466184,relative_to_all,NA,7,0.9075602785668048,0.7489542214187005,1.09975434502797,-0.13993462731467382,-0.4170505558436694,0.1371813012143217
