treatment,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
CX5461 (2.5h) - Unperturbed,all,7,0.7288251062792916,unnormalised,01_CDK9_pT186,NA,1.0285153593494867,0.8828675053261966,1.1981909380920728,0.04056333853166562,-0.17973115050322033,0.2608578275665514
CX5461 (2.5h) - Unperturbed,Cajal bodies,7,0.517467921364956,unnormalised,01_CDK9_pT186,NA,1.051678193264854,0.909803122284396,1.2156773208380942,0.07269331679244846,-0.13637370917350738,0.28176034275840417
CX5461 (2.5h) - Unperturbed,Cajal bodies - all,7,0.1056655432294811,relative_to_all,01_CDK9_pT186,7,1.0225206495020331,0.9987667651157714,1.0468394776200483,0.03212997826078302,-0.001780279829092432,0.06604023635065834
CX5461 (2.5h) - Unperturbed,all,7,0.734453288233202,unnormalised,01_CDK9_pT186,NA,1.027819100092023,0.8825887995091489,1.1969470982426906,0.03958636728879172,-0.1801866559749339,0.2593593905525171
CX5461 (2.5h) - Unperturbed,Nuclear periphery,7,0.8454528513003103,unnormalised,01_CDK9_pT186,NA,0.9876054078301938,0.8751854114134342,1.1144660649681293,-0.017993358620881562,-0.19233940503946573,0.15635268779770242
CX5461 (2.5h) - Unperturbed,Nuclear periphery - all,7,0.18055006623775835,relative_to_all,01_CDK9_pT186,7,0.960874737336338,0.9116412674907591,1.0127670760149472,-0.05757972590967324,-0.13346186197269633,0.018302410153349772
CX5461 (2.5h) - Unperturbed,all,7,0.7279402073592424,unnormalised,01_CDK9_pT186,NA,1.028599270014722,0.8830104067378847,1.1981925130231035,0.04068103493900407,-0.1794976540004101,0.2608597238784181
CX5461 (2.5h) - Unperturbed,Nuclear speckles,7,0.8618508821127652,unnormalised,01_CDK9_pT186,NA,0.9866039811399024,0.8522245609564512,1.142172451012997,-0.01945698598673664,-0.23069446456406467,0.19178049259059143
CX5461 (2.5h) - Unperturbed,Nuclear speckles - all,7,4.731517114648964e-4,relative_to_all,01_CDK9_pT186,7,0.9591723520528861,0.946489485166258,0.9720251681201284,-0.06013802092574059,-0.0793416161984848,-0.04093442565299633
CX5461 (2.5h) - Unperturbed,all,7,0.7295153298776522,unnormalised,01_CDK9_pT186,NA,1.028605441510524,0.8821626805585199,1.1993583242891146,0.0406896909432787,-0.18088336564288707,0.26226274752944456
CX5461 (2.5h) - Unperturbed,Nucleolus,7,0.6692694666932948,unnormalised,01_CDK9_pT186,NA,1.0425471307293879,0.8680020929291538,1.252191127931753,0.06011260547578765,-0.20422957358296395,0.32445478453453924
CX5461 (2.5h) - Unperturbed,Nucleolus - all,7,0.6291614984872607,relative_to_all,01_CDK9_pT186,7,1.013553971869321,0.9619400917022789,1.0679372476035893,0.019422914532509133,-0.055981047144983045,0.09482687621000105
CX5461 (2.5h) - Unperturbed,all,7,0.7293238730187737,unnormalised,01_CDK9_pT186,NA,1.0284760274544071,0.882756510169326,1.198249944195261,0.040508166759580466,-0.17991253924871264,0.2609288727678733
CX5461 (2.5h) - Unperturbed,Nucleoplasm,7,0.5622847096404753,unnormalised,01_CDK9_pT186,NA,1.0579804749399118,0.8822505510212949,1.2687129342774015,0.0813130027191524,-0.18073966882773967,0.34336567426604464
