treatment,reference_level,df,p.value,comparison,channel,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl,cluster
Triptolide (2.5h),Unperturbed,6,0.20143935884975095,unnormalised,NA,0.9269074324547131,0.8355967817817419,1.0281961432496285,-0.10950282659402406,-0.25912115886872494,0.04011550568067676,all
Triptolide (2.5h),Unperturbed,6,0.31760596400438873,unnormalised,NA,0.7603520727867418,0.4645501290964545,1.2445056806152701,-0.3952604973196649,-1.1060938102349156,0.3155728155955861,Cajal bodies
Triptolide (2.5h),Unperturbed,6,0.2704574964290086,unnormalised,NA,0.6191184332353205,0.2854450944598691,1.3428419048401177,-0.6917126810895835,-1.8087148258954249,0.42528946371625764,Nuclear periphery
Triptolide (2.5h),Unperturbed,6,1.680170905175323e-4,unnormalised,NA,1.5628149532428197,1.4060734740049747,1.73702912631059,0.6441469646181335,0.49167198403565915,0.796621945200608,Nuclear speckles
Triptolide (2.5h),Unperturbed,6,0.002841509790633949,unnormalised,NA,0.8363483942898559,0.7781177328891364,0.898936763764616,-0.25782404969709644,-0.3619396365847589,-0.15370846280943398,Nucleolus
Triptolide (2.5h),Unperturbed,6,0.011045480880590638,unnormalised,NA,0.7297252507561888,0.6153893293773918,0.8653041516497014,-0.45457471854220816,-0.7004286667956681,-0.20872077028874805,Nucleoplasm
Triptolide (2.5h),Unperturbed,6,0.6750607649844275,unnormalised,NA,0.9344216177060641,0.6909561139405637,1.2636746994781294,-0.0978544437467339,-0.5333340141015713,0.3376251266081036,PML bodies
Triptolide (2.5h),Unperturbed,6,0.38986772817601467,relative_to_all,NA,0.795719189691628,0.4907415924202868,1.2902289893969998,-0.3296687032079277,-1.0269645438081663,0.3676271373923109,Cajal bodies
Triptolide (2.5h),Unperturbed,6,0.33341758775897734,relative_to_all,NA,0.6545384616652374,0.29711523979000587,1.4419341064493802,-0.6114501252938089,-1.750905488348879,0.528005237761261,Nuclear periphery
Triptolide (2.5h),Unperturbed,6,1.670033877483607e-4,relative_to_all,NA,1.6386791887489205,1.4580636728176641,1.8416681889136004,0.712533439487147,0.5440537227186957,0.881013156255598,Nuclear speckles
Triptolide (2.5h),Unperturbed,6,0.009569905984088606,relative_to_all,NA,0.8751270893367341,0.8161141729497369,0.9384072080539048,-0.19243554898041867,-0.2931570980508136,-0.09171399991002396,Nucleolus
Triptolide (2.5h),Unperturbed,6,0.010560954016768907,relative_to_all,NA,0.7635625709282637,0.6608943167801695,0.882180077690863,-0.3891817098768362,-0.5975085052226121,-0.18085491453106012,Nucleoplasm
Triptolide (2.5h),Unperturbed,6,0.8925148498888852,relative_to_all,NA,0.9777530399478498,0.7151084682205499,1.3368615386504092,-0.03245797841559579,-0.4837660072686737,0.4188500504374821,PML bodies
