treatment,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
Meayamycin (12.5h) - Unperturbed,all,6,2.2524599172406416e-5,unnormalised,NA,NA,1.2211177498170036,1.1812215185727901,1.262361492296379,0.28820232308235855,0.2402795437174842,0.3361251024472331
Meayamycin (12.5h) - Unperturbed,Cajal bodies,6,0.7915945131464646,unnormalised,NA,NA,1.0705702790733087,0.659979247557896,1.736601153257565,0.09837950655245795,-0.5995074339253834,0.7962664470302994
Meayamycin (12.5h) - Unperturbed,Cajal bodies - all,6,0.5981485109158673,relative_to_all,NA,6,0.8767133875776879,0.5514667480580513,1.3937855122989828,-0.18982281652990046,-0.8586541970272287,0.47900856396742764
Meayamycin (12.5h) - Unperturbed,all,6,2.199210836269402e-5,unnormalised,NA,NA,1.2217155994685673,1.1818661081392354,1.2629087133523242,0.28890848238297623,0.2410666039885227,0.33675036077742965
Meayamycin (12.5h) - Unperturbed,Nuclear periphery,6,0.8044450605409931,unnormalised,NA,NA,0.8972110363877289,0.39458575005203517,2.0400829064652903,-0.15648072809233654,-1.3415892389284652,1.0286277827437917
Meayamycin (12.5h) - Unperturbed,Nuclear periphery - all,6,0.4927806062019622,relative_to_all,NA,6,0.7343861671063264,0.32066138221492346,1.6819083068619702,-0.4453892104753126,-1.640877476816351,0.7500990558657255
Meayamycin (12.5h) - Unperturbed,all,6,2.2812287407125163e-5,unnormalised,NA,NA,1.2214115380394206,1.1813721103168735,1.2628079943885526,0.28854937874773284,0.2404634585135164,0.3366352989819492
Meayamycin (12.5h) - Unperturbed,Nuclear speckles,6,9.711357796382445e-5,unnormalised,NA,NA,1.7352050220608597,1.5415810256313036,1.9531483707463246,0.7951061336022002,0.6244107196133657,0.9658015475910348
Meayamycin (12.5h) - Unperturbed,Nuclear speckles - all,6,0.0011776385487704715,relative_to_all,NA,6,1.4206555022774452,1.2610595797085378,1.6004494066946866,0.5065567548544676,0.3346364384888929,0.6784770712200423
Meayamycin (12.5h) - Unperturbed,all,6,2.2658206424558994e-5,unnormalised,NA,NA,1.2212518744817529,1.1812895085473787,1.2625661449911847,0.2883607765670106,0.2403625814667858,0.33635897166723533
Meayamycin (12.5h) - Unperturbed,Nucleolus,6,0.16953634720445426,unnormalised,NA,NA,1.0557665131342762,0.9862278017100051,1.130208384232371,0.07829081235883993,-0.020007171977547034,0.17658879669522723
Meayamycin (12.5h) - Unperturbed,Nucleolus - all,6,0.006776679839736482,relative_to_all,NA,6,0.8644953061646669,0.8055813052137177,0.927717822575924,-0.21006996420817053,-0.3118978911707784,-0.10824203724556276
Meayamycin (12.5h) - Unperturbed,all,6,2.3569568164607495e-5,unnormalised,NA,NA,1.2218541276374941,1.181505300141468,1.2635808819867553,0.2890720577459636,0.24062610114473565,0.3375180143471919
Meayamycin (12.5h) - Unperturbed,Nucleoplasm,6,0.01236899874428772,unnormalised,NA,NA,1.2499104552915201,1.1043010214952613,1.4147194613038387,0.32182474261996924,0.14313349007126758,0.5005159951686708
Meayamycin (12.5h) - Unperturbed,Nucleoplasm - all,6,0.7009339347984596,relative_to_all,NA,6,1.022962092625798,0.9160203872677516,1.142388813059764,0.03275268487400545,-0.126548387086135,0.19205375683414608
Meayamycin (12.5h) - Unperturbed,all,6,2.486439952326614e-5,unnormalised,NA,NA,1.2213833654721102,1.1807582583938214,1.263406217866504,0.28851610176398673,0.23971362594128062,0.33731857758669265
Meayamycin (12.5h) - Unperturbed,PML bodies,6,0.3387712997470944,unnormalised,NA,NA,1.1468757415104915,0.8856558573367896,1.4851411590281616,0.19770909072809073,-0.17518188071558966,0.5706000621717712
Meayamycin (12.5h) - Unperturbed,PML bodies - all,6,0.6428808702082289,relative_to_all,NA,6,0.9389973483609557,0.7292422199277414,1.2090852615695686,-0.09080701103589596,-0.45553000537383637,0.2739159833020446
