treatment,reference_level,df,p.value,comparison,channel,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl,cluster
Meayamycin (12.5h),Unperturbed,6,0.04660885266012641,unnormalised,NA,1.1764447930718467,1.0356574630586366,1.336370760133749,0.2344336209190071,0.05054691995456586,0.4183203218834483,all
Meayamycin (12.5h),Unperturbed,6,0.7922178663210706,unnormalised,NA,1.0704605040285011,0.6594069300081494,1.7377519685314669,0.09823156667775275,-0.6007590458592651,0.7972221792147708,Cajal bodies
Meayamycin (12.5h),Unperturbed,6,0.8040280540261733,unnormalised,NA,0.8972560101561813,0.39546383716460937,2.0357571846102442,-0.1564084131029308,-1.3383823201099478,1.0255654939040861,Nuclear periphery
Meayamycin (12.5h),Unperturbed,6,1.1267458587363415e-4,unnormalised,NA,1.7233618823906178,1.528533922220355,1.943022745195431,0.7852256795727537,0.6121485698081542,0.958302789337353,Nuclear speckles
Meayamycin (12.5h),Unperturbed,6,0.1882845215275089,unnormalised,NA,1.0549811567557885,0.9829901483133955,1.1322445530297842,0.07721723087771565,-0.024751137172606,0.17918559892803748,Nucleolus
Meayamycin (12.5h),Unperturbed,6,0.011425590122983354,unnormalised,NA,1.247315270363359,1.1057596366995674,1.4069923806635793,0.3188261656507847,0.14503781538428942,0.49261451591727967,Nucleoplasm
Meayamycin (12.5h),Unperturbed,6,0.34356752450987804,unnormalised,NA,1.1460944841662195,0.8837292230430275,1.4863518512075713,0.19672598494919036,-0.17832370311542303,0.5717756730138035,PML bodies
Meayamycin (12.5h),Unperturbed,6,0.6001356548904985,relative_to_all,NA,0.8774489923210548,0.5521391078440498,1.3944252873728613,-0.18861283347510574,-0.8568963044901797,0.47967063753996836,Cajal bodies
Meayamycin (12.5h),Unperturbed,6,0.49203967377454694,relative_to_all,NA,0.734957712307828,0.3220561625590965,1.677231805125411,-0.44426685173956715,-1.6346157966711647,0.7460820931920309,Nuclear periphery
Meayamycin (12.5h),Unperturbed,6,0.0014250748772854035,relative_to_all,NA,1.4167223661933592,1.253172888619507,1.6016164099141423,0.5025570623065443,0.32558546362045554,0.6795286609926328,Nuclear speckles
Meayamycin (12.5h),Unperturbed,6,0.007356131591510491,relative_to_all,NA,0.8644174008923472,0.8044413977089024,0.9288649802131034,-0.2101999806626184,-0.31394076817626676,-0.10645919314897007,Nucleolus
Meayamycin (12.5h),Unperturbed,6,0.7018727879589768,relative_to_all,NA,1.0225624533007718,0.9170707359308429,1.1401890060739492,0.032188958879278466,-0.12489507814354336,0.1892729959021001,Nucleoplasm
Meayamycin (12.5h),Unperturbed,6,0.6438440172801526,relative_to_all,NA,0.9391727495648348,0.7293810001728013,1.2093068688603101,-0.09053754614768654,-0.4552554758460374,0.27418038355066404,PML bodies
