treatment,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
Triptolide (2.5h) - Unperturbed,all,6,0.03411205587297812,unnormalised,NA,NA,0.9557244923455765,0.9251695136015188,0.9872885907291428,-0.06533330388981631,-0.1122103681486215,-0.018456239631011232
Triptolide (2.5h) - Unperturbed,0,6,1.0257470353103082e-4,unnormalised,NA,NA,0.13975023750220558,0.09121942819467198,0.21410054051471894,-2.8390773599908967,-3.4545150630267294,-2.2236396569550645
Triptolide (2.5h) - Unperturbed,0 - all,6,1.356995856470053e-4,relative_to_all,NA,6,0.14622439690671216,0.09435872120232759,0.2265988133188506,-2.7737440561010804,-3.405700323206271,-2.14178778899589
Triptolide (2.5h) - Unperturbed,all,6,0.03787561200304767,unnormalised,NA,NA,0.955657271875895,0.9241661203874871,0.988221490857461,-0.0654347787914933,-0.11377589311811631,-0.017093664464870217
Triptolide (2.5h) - Unperturbed,1,6,0.005402658497845876,unnormalised,NA,NA,0.8363170142878469,0.7700854679816301,0.9082448344604044,-0.2578781809932357,-0.37690952259860827,-0.13884683938786294
Triptolide (2.5h) - Unperturbed,1 - all,6,0.015331136023192226,relative_to_all,NA,6,0.8751223256494551,0.8095097859424604,0.9460529052882215,-0.19244340220174236,-0.30487957390822706,-0.08000723049525776
Triptolide (2.5h) - Unperturbed,all,6,0.03474486422105396,unnormalised,NA,NA,0.9558653874396975,0.9252510734513918,0.9874926548282932,-0.06512063415757771,-0.1120831905849401,-0.01815807773021542
Triptolide (2.5h) - Unperturbed,2,6,0.06450863775944261,unnormalised,NA,NA,2.2261548080108837,1.1122454377765763,4.455639970200058,1.1545539219627985,0.153475180859748,2.155632663065849
Triptolide (2.5h) - Unperturbed,2 - all,6,0.04938856141506691,relative_to_all,NA,6,2.3289417498144576,1.1861827565510787,4.572625629628483,1.2196745561203761,0.2463263047047729,2.193022807535979
Triptolide (2.5h) - Unperturbed,all,6,0.035253117496432035,unnormalised,NA,NA,0.9557737753600014,0.9249766184968334,0.9875963255702963,-0.06525891160630994,-0.1125111971557162,-0.018006626056903608
Triptolide (2.5h) - Unperturbed,3,6,1.7810384014344522e-4,unnormalised,NA,NA,1.5694437563695838,1.409041510407655,1.7481058479922609,0.6502533284672709,0.49471411411534666,0.8057925428191955
