treatment,reference_level,df,p.value,comparison,channel,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl,cluster
Meayamycin (12.5h),Unperturbed,6,0.039636553433493316,unnormalised,01_CDK9_pT186,0.7827115034760909,0.6515964422325045,0.9402097033783369,-0.3534474466302952,-0.6179493682300936,-0.0889455250304968,all
Meayamycin (12.5h),Unperturbed,6,0.889702350619724,unnormalised,01_PABPC1,1.016969372563991,0.8096694949258177,1.2773442882740123,0.024276231097674014,-0.304594971255828,0.3531474334511762,all
Meayamycin (12.5h),Unperturbed,6,2.0870958683496898e-4,unnormalised,02_CDK7,0.6788078431425023,0.6170722460789579,0.7467198384625072,-0.558924860593965,-0.6964886866178694,-0.4213610345700608,all
Meayamycin (12.5h),Unperturbed,6,9.167516404039687e-4,unnormalised,03_CDK9,0.7687537275655538,0.7060533650216929,0.8370221330618207,-0.37940659413049493,-0.50215086529662,-0.25666232296436986,all
Meayamycin (12.5h),Unperturbed,6,0.24838861755013972,unnormalised,03_RPS6,0.915931658215036,0.8005453050207109,1.047949188208457,-0.1266881385220433,-0.3209450438270481,0.06756876678296171,all
Meayamycin (12.5h),Unperturbed,6,3.73387823975543e-4,unnormalised,05_GTF2B,0.7364082142044077,0.6772735224177486,0.8007061253654486,-0.44142237568749737,-0.562189499282342,-0.3206552520926528,all
Meayamycin (12.5h),Unperturbed,6,0.027195132636820562,unnormalised,05_Sm,1.2505854509097614,1.075394733553617,1.4543161884930278,0.3226036384000402,0.1048663115459141,0.5403409652541664,all
Meayamycin (12.5h),Unperturbed,6,8.446273823203943e-5,unnormalised,07_POLR2A,0.5215580173147044,0.45508447980810984,0.5977412491411401,-0.9391003500298853,-1.1357937093847725,-0.7424069906749979,all
Meayamycin (12.5h),Unperturbed,6,0.1890634781987656,unnormalised,07_SETD1A,0.8427683628742987,0.6720506956988641,1.0568525827106379,-0.24679193780505462,-0.5733580290340683,0.07977415342395898,all
Meayamycin (12.5h),Unperturbed,6,0.13587285418089814,unnormalised,08_H3K4me3,0.8667305071800379,0.736510619568185,1.019974121373845,-0.20634460939051974,-0.44122176760600307,0.028532548824963585,all
Meayamycin (12.5h),Unperturbed,6,0.0013571373139828302,unnormalised,09_CCNT1,0.7219990030910751,0.6444533785293391,0.8088755181237282,-0.4699312497923054,-0.6338521009200896,-0.30601039866452107,all
Meayamycin (12.5h),Unperturbed,6,0.4280295930998727,unnormalised,09_SRRM2,0.9544312984032325,0.8570949524501461,1.0628216871043423,-0.067286741176559,-0.22247305409608112,0.08789957174296334,all
Meayamycin (12.5h),Unperturbed,6,3.279666086427081e-6,unnormalised,10_H3K27ac,0.44345298246458964,0.40237406330629744,0.48872570473570565,-1.1731469454027805,-1.3133907816558161,-1.0329031091497451,all
Meayamycin (12.5h),Unperturbed,6,3.7539041679815318e-6,unnormalised,10_POL2RA_pS2,0.6411810026066139,0.6072538521666633,0.6770036561098521,-0.6411964140163113,-0.7196283581380137,-0.5627644698946088,all
Meayamycin (12.5h),Unperturbed,6,0.9153257361291437,unnormalised,11_KPNA2_MAX,0.9901250459072011,0.8308201313793194,1.179975748667974,-0.01431735583865672,-0.2673919207254618,0.23875720904814832,all
Meayamycin (12.5h),Unperturbed,6,0.7237744627935947,unnormalised,11_PML,0.9375280531911175,0.6664367238973892,1.3188931807060194,-0.09306623469101696,-0.585460192495947,0.39932772311391307,all
Meayamycin (12.5h),Unperturbed,6,9.337128082838893e-7,unnormalised,12_RB1_pS807_S811,0.22114928885945578,0.19114226146700325,0.2558670572780986,-2.176907491857606,-2.3872813020868824,-1.9665336816283299,all
Meayamycin (12.5h),Unperturbed,6,0.0346834716039339,unnormalised,12_YAP1,1.2623171065654846,1.0671987250213955,1.493109427670944,0.33607437513969923,0.09382884805341822,0.5783199022259802,all
