siRNA,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
SBF2 - scrambled,Nucleus (combined),4,0.13631405759790288,unnormalised,01_CDK9_pT186,NA,1.1782856129325827,0.9912718843660732,1.4005814222520578,0.23668928655146448,-0.01264728325824627,0.48602585636117535
SBF2 - scrambled,Cajal bodies,4,0.2227127850705485,unnormalised,01_CDK9_pT186,NA,0.8879266796414637,0.7554749232771508,1.0436002097846995,-0.17148754363278323,-0.40454422654441174,0.06156913927884512
SBF2 - scrambled,Cajal bodies - Nucleus (combined),4,1.7251827296930917e-5,relative_to_Nucleus (combined),01_CDK9_pT186,4,0.7535750839149622,0.7365147833606439,0.7710305616762818,-0.4081768301842477,-0.4412136114904061,-0.3751400488780894
SBF2 - scrambled,Nucleus (combined),4,0.13650444006851614,unnormalised,01_CDK9_pT186,NA,1.1782326909124723,0.9911632239888837,1.4006091432125363,0.23662448727886357,-0.012805436013722303,0.4860544105714496
SBF2 - scrambled,Nuclear periphery,4,0.006607868136326136,unnormalised,01_CDK9_pT186,NA,0.8256941697889196,0.7679694054391993,0.8877578419071402,-0.2763205764761051,-0.38087925724866056,-0.17176189570354963
SBF2 - scrambled,Nuclear periphery - Nucleus (combined),4,0.004591267258392112,relative_to_Nucleus (combined),01_CDK9_pT186,4,0.7007904093625749,0.620550913189449,0.7914051650176757,-0.5129450637549687,-0.6883785135524345,-0.337511613957503
SBF2 - scrambled,Nucleus (combined),4,0.1382808870303203,unnormalised,01_CDK9_pT186,NA,1.178151350429533,0.990132938353278,1.4018729715500902,0.23652488593260768,-0.014305855930153688,0.48735562779536906
SBF2 - scrambled,Nuclear speckles,4,0.31694495325075067,unnormalised,01_CDK9_pT186,NA,0.9172052998967829,0.7908318754334819,1.0637729564170906,-0.12468340360503292,-0.33855707308297955,0.08919026587291348
SBF2 - scrambled,Nuclear speckles - Nucleus (combined),4,0.0021176212830558453,relative_to_Nucleus (combined),01_CDK9_pT186,4,0.7785122849983461,0.7262728932396202,0.8345091542517211,-0.3612082895376406,-0.4614163596848693,-0.2610002193904121
SBF2 - scrambled,Nucleus (combined),4,0.13734358263595184,unnormalised,01_CDK9_pT186,NA,1.1785466201507606,0.9906591412443174,1.402068661198808,0.23700882887234345,-0.013539344061410394,0.48755700180609707
SBF2 - scrambled,Nucleolus,4,0.2769303911907861,unnormalised,01_CDK9_pT186,NA,1.0998680251181279,0.9482321611847693,1.2757526291512598,0.1373304229041994,-0.07668776911380148,0.3513486149222
SBF2 - scrambled,Nucleolus - Nucleus (combined),4,0.021776658609993813,relative_to_Nucleus (combined),01_CDK9_pT186,4,0.9332409989665338,0.899249077160696,0.9685178270095872,-0.09967840596814406,-0.15320732106756968,-0.046149490868718425
SBF2 - scrambled,Nucleus (combined),4,0.13690638580595943,unnormalised,01_CDK9_pT186,NA,1.178862132282697,0.9908995040092279,1.4024791831131698,0.23739500525379031,-0.013189346677803243,0.48797935718538366
SBF2 - scrambled,Nucleoplasm,4,0.5715864890929061,unnormalised,01_CDK9_pT186,NA,1.0513832062055235,0.8963007919880495,1.2332987498975068,0.07228859596925166,-0.15794512344606487,0.30252231538456853
SBF2 - scrambled,Nucleoplasm - Nucleus (combined),4,9.602482589726063e-4,relative_to_Nucleus (combined),01_CDK9_pT186,4,0.8918627356107123,0.8691675808598411,0.9151504919041495,-0.1651064092845385,-0.2022937305441701,-0.12791908802490687
SBF2 - scrambled,Nucleus (combined),4,0.13656998724421443,unnormalised,01_CDK9_pT186,NA,1.178360679918077,0.9911191507272973,1.4009757464156223,0.23678119577693657,-0.012869588605449884,0.4864319801593232
SBF2 - scrambled,PML bodies,4,0.6140459576721469,unnormalised,01_CDK9_pT186,NA,1.0586983635232057,0.8626990300629295,1.299227408247989,0.08229160591574529,-0.21307076093844787,0.3776539727699386
SBF2 - scrambled,PML bodies - Nucleus (combined),4,0.005507017621797087,relative_to_Nucleus (combined),01_CDK9_pT186,4,0.8984501787659864,0.8645075026492419,0.9337255272521848,-0.15448958986119135,-0.21004961050171808,-0.0989295692206646
SBF2 - scrambled,Nucleus (combined),4,0.9118278968574953,unnormalised,01_PABPC1,NA,0.989193939762157,0.8257383493370737,1.185005699744658,-0.015674693717805797,-0.276243385777354,0.2448939983417426
SBF2 - scrambled,Cajal bodies,4,0.5874581813206228,unnormalised,01_PABPC1,NA,1.0587607301620603,0.875576005358282,1.2802706753876851,0.08237659083081336,-0.19169567602969415,0.3564488576913209
SBF2 - scrambled,Cajal bodies - Nucleus (combined),4,0.004203856059281784,relative_to_Nucleus (combined),01_PABPC1,4,1.070326745447541,1.0463155794977554,1.0948889268859276,0.09805128454861918,0.06531804882214655,0.13078452027509171
SBF2 - scrambled,Nucleus (combined),4,0.9080169555042392,unnormalised,01_PABPC1,NA,0.9888355961273051,0.826889309081674,1.1824990665973931,-0.016197416539897695,-0.27423387785728315,0.24183904477748777
SBF2 - scrambled,Nuclear periphery,4,0.5967516323013331,unnormalised,01_PABPC1,NA,1.06274878858271,0.8633135638271764,1.3082558122069712,0.08780061446359647,-0.21204343952174526,0.38764466844893786
SBF2 - scrambled,Nuclear periphery - Nucleus (combined),4,0.023052156264072296,relative_to_Nucleus (combined),01_PABPC1,4,1.0747477060341273,1.03322217462268,1.1179421619047625,0.10399803100349396,0.0471505114749385,0.1608455505320494
SBF2 - scrambled,Nucleus (combined),4,0.9115742808679945,unnormalised,01_PABPC1,NA,0.9892032203179184,0.8263049342017729,1.1842153793170955,-0.015661158506530753,-0.27525381218114464,0.24393149516808296
SBF2 - scrambled,Nuclear speckles,4,0.512912207366029,unnormalised,01_PABPC1,NA,1.0718332515164175,0.8867340696689947,1.2955705192257885,0.10008047862938858,-0.17342658776014683,0.37358754501892405
SBF2 - scrambled,Nuclear speckles - Nucleus (combined),4,0.008097344417112932,relative_to_Nucleus (combined),01_PABPC1,4,1.0835319067925626,1.0492502513928235,1.1189336304461683,0.11574163713591941,0.06935880888323279,0.1621244653886062
SBF2 - scrambled,Nucleus (combined),4,0.8986525848126174,unnormalised,01_PABPC1,NA,0.9878106097813151,0.8273970657315538,1.1793247054046465,-0.017693630527468418,-0.27334825365712445,0.23796099260218778
