treatment,reference_level,df,p.value,comparison,channel,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl,cluster
Triptolide (2.5h),Unperturbed,6,0.025463527382333963,unnormalised,01_CDK9_pT186,0.7289604695950441,0.5910503924555146,0.8990491724818908,-0.456087513346809,-0.758646956284266,-0.15352807040935226,all
Triptolide (2.5h),Unperturbed,6,0.14381281655790287,unnormalised,01_PABPC1,0.8152285130389902,0.642419958121645,1.0345219199212965,-0.29472358349578753,-0.6384113809925129,0.04896421400093788,all
Triptolide (2.5h),Unperturbed,6,0.5222006267167838,unnormalised,02_CDK7,0.9617344942422619,0.8593577083430805,1.07630760559392,-0.05628943031881354,-0.2186693155239718,0.10609045488634464,all
Triptolide (2.5h),Unperturbed,6,3.005521779233984e-5,unnormalised,03_CDK9,0.5099539951161439,0.45332189307281395,0.5736609705129454,-0.9715609929238104,-1.1413922573676984,-0.8017297284799223,all
Triptolide (2.5h),Unperturbed,6,0.6961548192152308,unnormalised,03_RPS6,1.0290564332409844,0.8973286984205964,1.1801217821948025,0.04132210149762644,-0.15629154261121353,0.2389357456064665,all
Triptolide (2.5h),Unperturbed,6,0.22510539461719314,unnormalised,05_GTF2B,0.9397570361982628,0.8588108906383087,1.0283326593911137,-0.08964028275651278,-0.2195876086624297,0.04030704314940411,all
Triptolide (2.5h),Unperturbed,6,0.34337154532942693,unnormalised,05_Sm,1.0822900862208724,0.9308885446787667,1.2583158718922645,0.11408723655954738,-0.10331965069609442,0.3314941238151892,all
Triptolide (2.5h),Unperturbed,6,1.5423848153932446e-8,unnormalised,07_POLR2A,0.06854796775755186,0.06018586195983376,0.07807188815915309,-3.8667422947339363,-4.05443156119384,-3.6790530282740335,all
Triptolide (2.5h),Unperturbed,6,0.007918468634074149,unnormalised,07_SETD1A,0.7620994561013503,0.6650042047676301,0.8733712912280295,-0.39194880916192465,-0.5885646322010087,-0.1953329861228403,all
Triptolide (2.5h),Unperturbed,6,0.5060174817742946,unnormalised,08_H3K4me3,0.9463490404370977,0.8122148464256906,1.1026349866385403,-0.07955570621399292,-0.30006669644935374,0.1409552840213678,all
