treatment,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
Triptolide (2.5h) - Unperturbed,all,6,0.025829221469949107,unnormalised,01_CDK9_pT186,NA,0.728935650189204,0.5905543537256057,0.8997430613535735,-0.45613663458835824,-0.7598582456939956,-0.15241502348272082
Triptolide (2.5h) - Unperturbed,0,6,0.06970902346795767,unnormalised,01_CDK9_pT186,NA,0.8345376049675831,0.7105461442046518,0.9801657778110989,-0.26095103478074066,-0.4929997510441989,-0.028902318517282474
Triptolide (2.5h) - Unperturbed,0 - all,6,0.007357074544557372,relative_to_all,01_CDK9_pT186,6,1.1448714365266246,1.0709211025543857,1.2239282642280112,0.19518559980761757,0.09885219703839418,0.29151900257684116
Triptolide (2.5h) - Unperturbed,all,6,0.025321054447527233,unnormalised,01_CDK9_pT186,NA,0.728944386089519,0.5912100171554576,0.8987667708473647,-0.4561193447706111,-0.75825738092077,-0.1539813086204521
Triptolide (2.5h) - Unperturbed,1,6,0.6438278820785701,unnormalised,01_CDK9_pT186,NA,1.05741995468483,0.8444513883139093,1.3240986704968518,0.08054845734048567,-0.24391371964876304,0.40501063432973466
Triptolide (2.5h) - Unperturbed,1 - all,6,1.6482750569857275e-6,relative_to_all,01_CDK9_pT186,6,1.4506181470954798,1.3943341431175202,1.5091741237705347,0.5366678021110968,0.47957633513166786,0.5937592690905258
Triptolide (2.5h) - Unperturbed,all,6,0.025054107571214138,unnormalised,01_CDK9_pT186,NA,0.7289967068041385,0.5916219520418694,0.8982699115493082,-0.4560157976027348,-0.7572525104788165,-0.1547790847266531
Triptolide (2.5h) - Unperturbed,2,6,0.811731017534259,unnormalised,01_CDK9_pT186,NA,0.9842956964012582,0.8689511836771379,1.1149510307980814,-0.02283630813689349,-0.20265296392951887,0.15698034765573177
Triptolide (2.5h) - Unperturbed,2 - all,6,7.641417954943305e-4,relative_to_all,01_CDK9_pT186,6,1.3502059573304925,1.2292583858429307,1.4830536429170993,0.4331794894658413,0.2977881970724946,0.5685707818591879
Triptolide (2.5h) - Unperturbed,all,6,0.02567346741884621,unnormalised,01_CDK9_pT186,NA,0.7289937343591005,0.5908292408413854,0.8994677785040357,-0.456021680126508,-0.7591868663253968,-0.15285649392761927
